2022-09-20 08:00:20.344 [INFO]  -  主程序启动完成...
2022-09-20 08:35:12.771 [INFO]  -  主程序关闭...
2022-09-20 11:44:31.951 [INFO]  -  主程序启动完成...
2022-09-20 11:45:07.128 [INFO]  -  用户名: user0登录成功！
2022-09-20 11:49:37.957 [INFO]  -  主程序关闭...
2022-09-20 14:06:07.840 [INFO]  -  主程序启动完成...
2022-09-20 14:06:18.771 [INFO]  -  用户名: user0登录成功！
QString::arg: Argument missing: x:362,y:290 | r:331,g:288,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:37,g:141,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:35,g:128,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:35,g:128,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:35,g:124,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:35,g:124,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:35,g:118,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:35,g:118,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:37,g:110,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:37,g:110,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:41,g:101,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:41,g:101,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:54,g:88,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:54,g:88,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:64,g:83,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:64,g:83,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:82,g:81,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:82,g:81,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:97,g:81,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:97,g:81,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:114,g:82,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:114,g:82,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:151,g:88,b:255, 255
QString::arg: Argument missing: x:362,y:290 | r:151,g:88,b:255, 0
QString::arg: Argument missing: x:362,y:290 | r:190,g:99,b:255, 255
QString::arg: Argument missing: x:362,y:290 | r:190,g:99,b:255, 0
QString::arg: Argument missing: x:362,y:290 | r:211,g:108,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:211,g:108,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:227,g:117,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:227,g:117,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:238,g:128,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:238,g:128,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:243,g:142,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:243,g:142,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:243,g:154,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:243,g:154,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:239,g:167,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:239,g:167,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:225,g:187,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:225,g:187,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:214,g:199,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:214,g:199,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:205,g:207,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:205,g:207,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:194,g:213,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:194,g:213,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:158,g:216,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:158,g:216,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:105,g:209,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:105,g:209,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:70,g:199,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:70,g:199,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:18,g:172,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:18,g:172,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:2,g:96,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:2,g:96,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:13,g:87,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:13,g:87,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:71,g:73,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:71,g:73,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:120,g:73,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:120,g:73,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:144,g:78,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:144,g:78,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:180,g:91,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:180,g:91,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:202,g:106,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:202,g:106,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:220,g:134,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:220,g:134,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:223,g:150,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:223,g:150,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:223,g:169,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:223,g:169,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:215,g:179,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:215,g:179,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:194,g:188,b:255, 255
QString::arg: Argument missing: x:362,y:290 | r:194,g:188,b:255, 0
QString::arg: Argument missing: x:362,y:290 | r:178,g:191,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:178,g:191,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:156,g:192,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:156,g:192,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:139,g:189,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:139,g:189,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:132,g:182,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:132,g:182,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:132,g:173,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:132,g:173,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:134,g:169,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:134,g:169,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:144,g:156,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:144,g:156,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:169,g:140,b:255, 255
QString::arg: Argument missing: x:362,y:290 | r:169,g:140,b:255, 0
QString::arg: Argument missing: x:362,y:290 | r:210,g:128,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:210,g:128,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:227,g:126,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:227,g:126,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:235,g:126,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:235,g:126,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:235,g:127,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:235,g:127,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:235,g:130,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:235,g:130,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:235,g:132,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:235,g:132,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:234,g:134,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:234,g:134,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:234,g:134,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:234,g:134,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:234,g:135,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:234,g:135,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:233,g:137,b:255, 255
QString::arg: Argument missing: x:362,y:290 | r:233,g:137,b:255, 0
QString::arg: Argument missing: x:362,y:290 | r:224,g:154,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:224,g:154,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:220,g:164,b:255, 255
QString::arg: Argument missing: x:362,y:290 | r:220,g:164,b:255, 0
QString::arg: Argument missing: x:362,y:290 | r:212,g:174,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:212,g:174,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:208,g:180,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:208,g:180,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:202,g:186,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:202,g:186,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:198,g:190,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:198,g:190,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:198,g:190,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:198,g:190,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:190,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:190,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:190,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:190,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:189,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:189,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:176,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:176,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:172,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:172,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:167,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:167,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:160,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:160,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:152,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:197,g:152,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:196,g:148,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:196,g:148,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:196,g:137,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:196,g:137,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:196,g:130,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:196,g:130,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:199,g:118,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:199,g:118,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:200,g:110,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:200,g:110,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:203,g:103,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:203,g:103,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:205,g:98,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:205,g:98,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:206,g:95,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:206,g:95,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:206,g:95,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:206,g:95,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:209,g:95,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:209,g:95,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:209,g:115,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:209,g:115,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:208,g:115,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:208,g:115,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:200,g:120,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:200,g:120,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:191,g:127,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:191,g:127,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:180,g:135,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:180,g:135,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:162,g:147,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:162,g:147,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:151,g:154,b:255, 255
QString::arg: Argument missing: x:362,y:290 | r:151,g:154,b:255, 0
QString::arg: Argument missing: x:362,y:290 | r:145,g:157,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:145,g:157,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:133,g:166,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:133,g:166,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:122,g:174,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:122,g:174,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:106,g:185,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:106,g:185,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:98,g:190,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:98,g:190,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:90,g:196,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:90,g:196,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:85,g:200,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:85,g:200,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:79,g:205,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:79,g:205,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:75,g:212,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:75,g:212,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:71,g:216,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:71,g:216,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:67,g:221,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:67,g:221,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:60,g:231,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:60,g:231,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:54,g:238,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:54,g:238,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:44,g:251,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:44,g:251,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:36,g:263,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:36,g:263,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:30,g:268,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:30,g:268,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:27,g:272,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:27,g:272,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:26,g:273,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:26,g:273,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:25,g:275,b:0, 0
QString::arg: Argument missing: x:362,y:290 | r:25,g:275,b:0, 0
2022-09-20 14:09:21.371 [INFO]  -  主程序启动完成...
2022-09-20 14:09:31.467 [INFO]  -  用户名: user0登录成功！
2022-09-20 14:11:07.539 [INFO]  -  主程序启动完成...
2022-09-20 14:17:39.671 [INFO]  -  用户名: user0登录成功！
2022-09-20 14:18:55.707 [INFO]  -  主程序启动完成...
2022-09-20 14:19:02.823 [INFO]  -  用户名: user0登录成功！
2022-09-20 14:23:33.639 [INFO]  -  主程序启动完成...
2022-09-20 14:23:42.570 [INFO]  -  用户名: user0登录成功！
2022-09-20 14:24:41.730 [INFO]  -  主程序关闭...
2022-09-20 14:25:00.248 [INFO]  -  主程序启动完成...
2022-09-20 14:25:09.738 [INFO]  -  用户名: user0登录成功！
2022-09-20 14:26:30.884 [INFO]  -  主程序启动完成...
2022-09-20 14:26:38.405 [INFO]  -  用户名: user0登录成功！
2022-09-20 14:29:46.175 [INFO]  -  主程序关闭...
2022-09-20 14:52:15.377 [INFO]  -  主程序启动完成...
2022-09-20 14:53:11.467 [INFO]  -  用户名: user0登录成功！
2022-09-20 16:21:17.042 [INFO]  -  主程序启动完成...
2022-09-20 16:21:26.618 [INFO]  -  用户名: user0登录成功！
2022-09-20 17:32:43.014 [INFO]  -  主程序启动完成...
2022-09-20 17:32:52.524 [INFO]  -  用户名: user0登录成功！
2022-09-20 17:33:15.749 [INFO]  -  主程序启动完成...
2022-09-20 17:33:27.809 [INFO]  -  用户名: user0登录成功！
2022-09-20 17:36:18.231 [INFO]  -  主程序启动完成...
2022-09-20 17:36:26.361 [INFO]  -  用户名: user0登录成功！
2022-09-20 17:36:56.347 [INFO]  -  主程序关闭...
2022-09-20 17:40:42.442 [INFO]  -  主程序启动完成...
2022-09-20 17:40:49.922 [INFO]  -  用户名: user0登录成功！
QPen::setWidthF: Setting a pen width that is out of range
QPen::setWidthF: Setting a pen width that is out of range
QPen::setWidthF: Setting a pen width that is out of range
QTransform::scale with NaN called
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPen::setWidthF: Setting a pen width that is out of range
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
QPainterPath::addRect: Adding point with invalid coordinates, ignoring call
